CODIGO_DA_IES,NOME_DA_IES,SIGLA,CATEGORIA_DA_IES,COMUNITARIA,CONFESSIONAL,FILANTROPICA,ORGANIZACAO_ACADEMICA,CODIGO_MUNICIPIO_IBGE,MUNICIPIO,UF,SITUACAO_IES
899,Faculdades Integradas De Rio Verde,FIRVE,Privada,Não,Não,Não,Faculdade,5007406.0,Rio Verde De Mato Grosso,MS,Extinta
23400,Faculdade Fasipe De Sorriso,FFS,Privada,Não,Não,Não,Faculdade,5107925.0,Sorriso,MT,Em Atividade
737,Centro Universitário São Camilo,SAO CAMILO,Privada,Não,Sim,Não,Centro Universitário,3550308.0,São Paulo,SP,Em Atividade
266,Universidade Metodista De Piracicaba,UNIMEP,Privada,Sim,Sim,Não,Universidade,3538709.0,Piracicaba,SP,Em Atividade
20003,Faculdade Serrana De Saúde,FASS,Privada,Não,Não,Não,Faculdade,2802908.0,Itabaiana,SE,Extinta
4179,Faculdade Nazarena Do Brasil,FNB,Privada,Não,Não,Não,Faculdade,3509502.0,Campinas,SP,Extinta
1645,Faculdade De Excelência Unex De Jequié,UNEX de Jequié,Privada,Não,Não,Não,Faculdade,2918001.0,Jequié,BA,Em Atividade
21587,Faculdade Maurício De Nassau De Uberlândia,FMN Uberlândia,Privada,Não,Não,Não,Faculdade,3170206.0,Uberlândia,MG,Extinta
21435,Escola De Formação Complementar Do Exército,EsFCEx,Pública,Não,Não,Não,Instituição Especialmente Credenciada para oferta de cursos lato sensu,2927408.0,Salvador,BA,Extinta
4598,Faculdade De Jundiaí,Não informado,Privada,Não,Não,Não,Faculdade,3525904.0,Jundiaí,SP,Extinta
23218,Faculdade Paraíso Fortaleza,FAP,Privada,Não,Não,Não,Faculdade,2304400.0,Fortaleza,CE,Em Atividade
19334,Faculdade Uninassau Brasília,Nassau Brasília,Privada,Não,Não,Não,Faculdade,5300108.0,Brasília,DF,Em Atividade
21441,Escola De Equitação Do Exército,EsEqEx,Pública,Não,Não,Não,Instituição Especialmente Credenciada para oferta de cursos lato sensu,3304557.0,Rio De Janeiro,RJ,Em Atividade
16914,Faculdade Leonardo Da Vinci - Santa Catarina,FAVINCI,Privada,Não,Não,Não,Faculdade,4218202.0,Timbó,SC,Extinta
2513,Faculdade Positivo Londrina,FPL,Privada,Não,Não,Não,Faculdade,4113700.0,Londrina,PR,Em Atividade
724,Centro Universitário Facex,UNIFACEX,Privada,Não,Não,Não,Centro Universitário,2408102.0,Natal,RN,Em Atividade
19963,Faculdade De Ciências Odontológicas,FCO,Privada,Não,Não,Não,Faculdade,3143302.0,Montes Claros,MG,Em Atividade
2397,Faculdade Fucape,FUCAPE,Privada,Não,Não,Não,Faculdade,3205309.0,Vitória,ES,Em Atividade
26345,Faculdade Aliança Centro-Oeste,FAACE,Privada,Não,Não,Não,Faculdade,5212501.0,Luziânia,GO,Em Atividade
2761,Faculdade Do Sertão,UESSBA,Privada,Não,Não,Não,Faculdade,2914604.0,Irecê,BA,Extinta
17651,Faculdade Life,FACLIFE,Privada,Não,Não,Não,Faculdade,5215603.0,Padre Bernardo,GO,Em Atividade
1702,Centro Universitário Estácio Da Amazônia,ESTÁCIO AMAZÔNIA,Privada,Não,Não,Não,Centro Universitário,1400100.0,Boa Vista,RR,Em Atividade
3878,Faculdade Decision De Negócios,Não informado,Privada,Não,Não,Não,Faculdade,4314902.0,Porto Alegre,RS,Em Atividade
1696,Faculdade Sobresp De Cristalina,Não informado,Privada,Não,Não,Não,Faculdade,5206206.0,Cristalina,GO,Em Atividade
1853,Centro Universitário Unibta Im,UniBTA IM,Privada,Não,Não,Não,Centro Universitário,3550308.0,São Paulo,SP,Em Atividade
3930,Instituto De Educação Superior Raimundo Sá,IESRSA,Privada,Não,Não,Não,Faculdade,2208007.0,Picos,PI,Em Atividade
1944,Faculdade De Tecnologia Ibratec,IBRATEC,Privada,Não,Não,Não,Faculdade,2611606.0,Recife,PE,Extinta
18289,Faculdade Integrada De Maringá,INTEGRADA,Privada,Não,Não,Não,Faculdade,4115200.0,Maringá,PR,Extinta
15689,Faculdade De Tecnologia De Bauru,FATEC,Pública,Não,Não,Não,Faculdade,3506003.0,Bauru,SP,Em Atividade
12791,Faculdade Anhanguera De Pindamonhangaba,Não informado,Privada,Não,Não,Não,Faculdade,3538006.0,Pindamonhangaba,SP,Em Atividade
21365,Faculdade Maurício De Nassau De Florianópolis,FMN FLORIPA,Privada,Não,Não,Não,Faculdade,4205407.0,Florianópolis,SC,Extinta
2124,Faculdade Calafiori,CALAFIORI,Privada,Não,Não,Não,Faculdade,3164704.0,São Sebastião Do Paraíso,MG,Em Atividade
3172,Universidade Do Estado Do Amazonas,UEA,Pública,Não,Não,Não,Universidade,1302603.0,Manaus,AM,Em Atividade
16502,Faculdade Aetos,FAETOS,Privada,Não,Não,Não,Faculdade,3516200.0,Franca,SP,Extinta
14215,Faculdade Presidente Antônio Carlos De Barroso,FUNEES,Privada,Não,Não,Não,Faculdade,3105905.0,Barroso,MG,Extinta
5101,Faculdade Centro Oeste Do Paraná,FACEOPAR,Privada,Não,Não,Não,Faculdade,4113304.0,Laranjeiras Do Sul,PR,Extinta
888,Faculdade Bandeirantes De Ciências Exatas E Humanas,FACEX,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Extinta
5527,Faculdade De Goiânia - Unidade 1,FAG,Privada,Não,Não,Não,Faculdade,5208707.0,Goiânia,GO,Extinta
3360,Instituto De Educação Superior Presidente Kennedy - Centro De Formação De Profissionais De Educação,IFESP,Pública,Não,Não,Não,Faculdade,2408102.0,Natal,RN,Em Atividade
5017,Faculdade De Educação Tecnológica Do Estado Do Rio De Janeiro - Faeterj,FAETERJ PETRÓPOLIS,Pública,Não,Não,Não,Faculdade,3303906.0,Petrópolis,RJ,Em Atividade
2197,Faculdade Villas Boas,FVB,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Extinta
20340,Faculdade Paulista De Ciências Da Saúde,FPCS,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
1430,Centro Universitário Ingá,UNINGÁ,Privada,Não,Não,Não,Centro Universitário,4115200.0,Maringá,PR,Em Atividade
5525,Faculdade De Tecnologia Lourenço Filho,FATEC - FLF,Privada,Não,Não,Não,Faculdade,2304400.0,Fortaleza,CE,Extinta
2435,Faculdade De Ciências Contábeis Luiz Mendes,LUMEN FACULDADES,Privada,Não,Não,Não,Faculdade,2507507.0,João Pessoa,PB,Extinta
490,Centro Universitário De Valença,UNIFAA,Privada,Não,Não,Não,Centro Universitário,3306107.0,Valença,RJ,Em Atividade
713,Escola Superior De Estatística Da Bahia,ESEB,Privada,Não,Não,Não,Faculdade,2927408.0,Salvador,BA,Extinta
3290,Instituto Superior De Educação Dos Inconfidentes,ISEI,Privada,Não,Não,Não,Faculdade,3131901.0,Itabirito,MG,Extinta
2257,Faculdade Diadema,FAD,Privada,Não,Não,Não,Faculdade,3513801.0,Diadema,SP,Em Atividade
18703,Ensino Superior Albert Sabin,ESAS,Privada,Não,Não,Não,Faculdade,5300108.0,Brasília,DF,Em Atividade
1346,Faculdade Ipemig,FIPEMIG,Privada,Não,Não,Não,Faculdade,3106200.0,Belo Horizonte,MG,Em Atividade
25261,Afya Faculdade De Ciências Médicas De Bragança,AFYA Bragança,Privada,Não,Não,Não,Faculdade,1501709.0,Bragança,PA,Em Atividade
1972,Faculdade De São Caetano Do Sul,Não informado,Privada,Não,Não,Não,Faculdade,3548807.0,São Caetano Do Sul,SP,Em Atividade
1678,Faculdade De Ciências De Wenceslau Braz,FACIBRA,Privada,Não,Não,Não,Faculdade,4128500.0,Wenceslau Braz,PR,Extinta
24470,Faculdade De Medicina Do Sertão,FMS,Privada,Não,Não,Não,Faculdade,2601201.0,Arcoverde,PE,Em Atividade
2775,Faculdade Católica De Várzea Grande,FACC-VG,Privada,Não,Sim,Não,Faculdade,5108402.0,Várzea Grande,MT,Em Atividade
2336,Centro Universitário Unibras Montes Belos,UNIBRAS,Privada,Não,Não,Não,Centro Universitário,5220108.0,São Luís De Montes Belos,GO,Em Atividade
1803,Faculdade De Tecnologia E Ciências De Pernambuco,FATEC,Privada,Não,Não,Não,Faculdade,2611606.0,Recife,PE,Extinta
2560,Unef Centro Universitário,UNEF,Privada,Não,Não,Não,Centro Universitário,2910800.0,Feira De Santana,BA,Em Atividade
1170,Centro Universitário Famec,UNIFAMEC,Privada,Não,Não,Não,Centro Universitário,2905701.0,Camaçari,BA,Em Atividade
22763,Faculdade Santa Casa,FSC,Privada,Não,Não,Não,Faculdade,2927408.0,Salvador,BA,Em Atividade
22239,Faculdade  Integrada De Advocacia Da  Amazônia,FINAMA,Privada,Não,Não,Não,Faculdade,1501402.0,Belém,PA,Em Atividade
29118,Universidade Federal Do Norte Do Tocantins,UFNT,Pública,Não,Não,Não,Universidade,1702109.0,Araguaína,TO,Em Atividade
21821,Faculdade De Tecnologia Senac Maringá,Não informado,Privada,Não,Não,Não,Faculdade,4115200.0,Maringá,PR,Em Atividade
3590,Faculdade De Enfermagem São Vicente De Paula,FESVIP,Privada,Não,Não,Não,Faculdade,2507507.0,João Pessoa,PB,Em Atividade
1736,Centro Universitário La Salle Do Rio De Janeiro,UNILASALLE/RJ,Privada,Não,Sim,Não,Centro Universitário,3303302.0,Niterói,RJ,Em Atividade
4503,Universidade Federal Do Recôncavo Da Bahia,UFRB,Pública,Não,Não,Não,Universidade,2909802.0,Cruz Das Almas,BA,Em Atividade
1185,Centro Universitário Jorge Amado,UNIJORGE,Privada,Não,Não,Não,Centro Universitário,2927408.0,Salvador,BA,Em Atividade
21364,Faculdade Unifael Porto Alegre,FAEL POA,Privada,Não,Não,Não,Faculdade,4314902.0,Porto Alegre,RS,Em Atividade
17565,"Faculdade De Ciências Humanas,Exatas E Da Saúde Do Piauí",FAHESP,Privada,Não,Não,Não,Faculdade,2207702.0,Parnaíba,PI,Em Atividade
21888,Faculdade Rehagro,Rehagro,Privada,Não,Não,Não,Faculdade,3106200.0,Belo Horizonte,MG,Em Atividade
18152,Faculdade Integrada De Arapongas,INTEGRADA,Privada,Não,Não,Não,Faculdade,4101507.0,Arapongas,PR,Extinta
3004,Instituto De Ensino Superior Santa Cecília,IESC,Privada,Não,Não,Não,Faculdade,2700300.0,Arapiraca,AL,Em Atividade
26533,Faculdade Goiás,FACGOIAS,Privada,Não,Não,Não,Faculdade,5208707.0,Goiânia,GO,Em Atividade
23107,Faculdade Dom Adelio Tomasin,FADAT,Privada,Não,Não,Não,Faculdade,2311306.0,Quixadá,CE,Em Atividade
25434,Faculdade Neurosaber,Não informado,Privada,Não,Não,Não,Faculdade,4113700.0,Londrina,PR,Em Atividade
2561,Faculdade De Ciências Administrativas,FCA,Privada,Não,Não,Não,Faculdade,5103403.0,Cuiabá,MT,Extinta
17590,Faculdade Isae Brasil,ISAE,Privada,Não,Não,Não,Faculdade,4106902.0,Curitiba,PR,Em Atividade
3697,Faculdade Famercosul,FSUL,Privada,Não,Não,Não,Faculdade,4314902.0,Porto Alegre,RS,Em Atividade
1762,Centro Universitário De Tecnologia E Negócios Carlos Drummond De Andrade,UniTen CDA,Privada,Não,Não,Não,Centro Universitário,3550308.0,São Paulo,SP,Em Atividade
5181,Faculdade Mogiana Do Estado De São Paulo,FAMOESP,Privada,Não,Não,Não,Faculdade,3530706.0,Mogi Guaçu,SP,Extinta
15053,Centro Universitário Universo Goiânia,Não informado,Privada,Não,Não,Não,Centro Universitário,5208707.0,Goiânia,GO,Em Atividade
20465,Faculdade De Agronegócios De Holambra,FAAGROH,Privada,Não,Não,Não,Faculdade,3519055.0,Holambra,SP,Em Atividade
24189,Faculdade São Francisco Da Paraíba Campina Grande,Não informado,Privada,Não,Não,Não,Faculdade,2504009.0,Campina Grande,PB,Em Atividade
19554,Faculdade Petrus,FAPETRUS,Privada,Não,Não,Não,Faculdade,2111300.0,São Luís,MA,Em Atividade
22097,Faculdade Politécnica De Campo Grande,POLITÉCNICA,Privada,Não,Não,Não,Faculdade,5002704.0,Campo Grande,MS,Extinta
2350,Escola Superior Madre Celeste,ESMAC,Privada,Não,Não,Não,Faculdade,1500800.0,Ananindeua,PA,Em Atividade
624,Faculdade De Filosofia Ciências E Letras Carlos Queiroz,FAFIQUE,Privada,Não,Não,Não,Faculdade,3546405.0,Santa Cruz Do Rio Pardo,SP,Extinta
2194,Faculdade Anhanguera Do Rio Grande,Não informado,Privada,Não,Não,Não,Faculdade,4315602.0,Rio Grande,RS,Em Atividade
1334,Centro Universitário Facisa,UNIFACISA,Privada,Não,Não,Não,Centro Universitário,2504009.0,Campina Grande,PB,Em Atividade
1467,Faculdade Cenecista De Vila Velha,FACEVV,Privada,Não,Não,Não,Faculdade,3205200.0,Vila Velha,ES,Extinta
3805,Faculdade De Tecnologia Da Paraíba,FATECPB,Privada,Não,Não,Não,Faculdade,2503209.0,Cabedelo,PB,Em Atividade
13982,Centro Universitário Da Amazônia Belém,UNAMA,Privada,Não,Não,Não,Centro Universitário,1501402.0,Belém,PA,Em Atividade
21540,Faculdade Freire De Ensino,FFE,Privada,Não,Não,Não,Faculdade,3516309.0,Francisco Morato,SP,Em Atividade
11645,Faculdade Uninassau Vilhena,Não informado,Privada,Não,Não,Não,Faculdade,1100304.0,Vilhena,RO,Em Atividade
1694,Escola Superior De Criciúma - Esucri,ESUCRI,Privada,Não,Não,Não,Faculdade,4204608.0,Criciúma,SC,Em Atividade
2,Universidade De Brasília,UNB,Pública,Não,Não,Não,Universidade,5300108.0,Brasília,DF,Em Atividade
4043,Faculdade Tecnologia Eduvale - Avaré,FATEC EDUVALE,Privada,Não,Não,Não,Faculdade,3504503.0,Avaré,SP,Extinta
1489,Faculdade De Selvíria,FAS,Privada,Não,Não,Não,Faculdade,5007802.0,Selvíria,MS,Extinta
18649,Faculdade Uninassau Mossoró,Não informado,Privada,Não,Não,Não,Faculdade,2408003.0,Mossoró,RN,Em Atividade
22020,Escola Municipal De Gestão Do Legislativo,EMUGLE,Pública,Não,Não,Não,Escola de Governo,3301009.0,Campos Dos Goytacazes,RJ,Em Atividade
23023,Faculdade Tecnologica Anthropos,FATAN,Privada,Não,Não,Não,Faculdade,2313401.0,Tianguá,CE,Em Atividade
3839,Faculdade Afya Educação Médica De Minas Gerais,Não informado,Privada,Não,Não,Não,Faculdade,3106200.0,Belo Horizonte,MG,Em Atividade
3020,Faculdade Santa Rita De Cássia,IFASC,Privada,Não,Não,Não,Faculdade,5211503.0,Itumbiara,GO,Em Atividade
4102,Faculdade De Tecnologia Ibratec De Maceió,IBRATEC,Privada,Não,Não,Não,Faculdade,2704302.0,Maceió,AL,Extinta
2147,Centro Universitário Ceuni - Fametro,CEUNI-FAMETRO,Privada,Não,Não,Não,Centro Universitário,1302603.0,Manaus,AM,Em Atividade
3985,Centro Universitário Senac,SENACSP,Privada,Não,Não,Não,Centro Universitário,3550308.0,São Paulo,SP,Em Atividade
756,Universidade Estadual Do Piauí,UESPI,Pública,Não,Não,Não,Universidade,2211001.0,Teresina,PI,Em Atividade
21411,Faculdade Uninassau Cuiabá,Nassau Cuiabá,Privada,Não,Não,Não,Faculdade,5103403.0,Cuiabá,MT,Extinta
26627,Faculdade Baiana De Ciências Da Saúde Dr. Oswaldo Fortini,FACISO-BA,Privada,Não,Não,Não,Faculdade,2919553.0,Luís Eduardo Magalhães,BA,Em Atividade
26562,Faculdade Dos Vales - Facuvale,FACUVALE,Privada,Não,Não,Não,Faculdade,3135100.0,Janaúba,MG,Em Atividade
3238,Faculdade De Odontologia,ITPAC,Privada,Não,Não,Não,Faculdade,1702109.0,Araguaína,TO,Extinta
1636,Faculdade Monte Pascoal,FMP,Privada,Não,Não,Não,Faculdade,4304408.0,Canela,RS,Em Atividade
360,Centro Universitário Paulistana,UNIPAULISTANA,Privada,Não,Não,Não,Centro Universitário,3550308.0,São Paulo,SP,Em Atividade
21993,Faculdade Uninta Iguatu,Não informado,Privada,Não,Sim,Não,Faculdade,2305506.0,Iguatu,CE,Extinta
2521,Instituto Superior De Educação Do Sul Do Piauí,ISESPI,Privada,Não,Não,Não,Faculdade,2202307.0,Canto Do Buriti,PI,Extinta
18958,Faculdades Integradas Qualis,FIQ,Privada,Não,Não,Não,Faculdade,2506301.0,Guarabira,PB,Extinta
14121,Faculdade Presidente Antônio Carlos De São João Nepomuceno,Não informado,Privada,Não,Não,Não,Faculdade,3162906.0,São João Nepomuceno,MG,Em Atividade
23100,Faculdade Anhanguera De Juazeiro Do Norte,Não informado,Privada,Não,Não,Não,Faculdade,2307304.0,Juazeiro Do Norte,CE,Em Atividade
26956,Faculdade Acadi-Ti,ACADI-TI,Privada,Não,Não,Não,Faculdade,3549904.0,São José Dos Campos,SP,Em Atividade
1403,Faculdade Estácio De Pimenta Bueno,Estácio FAP,Privada,Não,Não,Não,Faculdade,1100189.0,Pimenta Bueno,RO,Em Atividade
1065,Faculdade De Ciências Econômicas E Administrativas De Vila Velha,Não informado,Privada,Não,Não,Não,Faculdade,3205200.0,Vila Velha,ES,Extinta
1162,Faculdade De Alta Floresta,FAF,Privada,Não,Não,Não,Faculdade,5100250.0,Alta Floresta,MT,Em Atividade
574,Universidade Federal Rural Do Rio De Janeiro,UFRRJ,Pública,Não,Não,Não,Universidade,3305554.0,Seropédica,RJ,Em Atividade
195,Faculdade Presbiteriana Mackenzie Rio,Não informado,Privada,Não,Não,Não,Faculdade,3304557.0,Rio De Janeiro,RJ,Em Atividade
17828,Faculdade Do Centro Leste - Cariacica,UCL,Privada,Não,Não,Não,Faculdade,3201308.0,Cariacica,ES,Extinta
761,Faculdade Nacional De Curitiba,FANAC,Privada,Não,Não,Não,Faculdade,4106902.0,Curitiba,PR,Extinta
447,Faculdade Católica De Ciências Econômicas Da Bahia,FACCEBA,Privada,Não,Não,Não,Faculdade,2927408.0,Salvador,BA,Extinta
5275,Faculdade De Ciências Gerenciais,Não informado,Privada,Não,Não,Não,Faculdade,3113305.0,Carangola,MG,Extinta
22218,Faculdade Univeritas Universus Veritas De Montes Claros,UNIVERITAS MC,Privada,Não,Não,Não,Faculdade,3143302.0,Montes Claros,MG,Extinta
2383,Faculdade Atitus Educação Passo Fundo,Atitus Educação,Privada,Não,Não,Não,Faculdade,4314100.0,Passo Fundo,RS,Em Atividade
18516,Faculdade Miriense,Não informado,Privada,Não,Não,Não,Faculdade,1503309.0,Igarapé-Miri,PA,Em Atividade
1312,Faculdades Integradas De Rondonópolis,FAIR,Privada,Não,Não,Não,Faculdade,5107602.0,Rondonópolis,MT,Em Atividade
601,"Instituto Federal De Educação, Ciência E Tecnologia Do Rio Grande Do Sul",IFRS,Pública,Não,Não,Não,"Instituto Federal de Educação, Ciência e Tecnologia",4302105.0,Bento Gonçalves,RS,Em Atividade
17636,Faculdade Da Serra,SERRAVIX,Privada,Não,Não,Não,Faculdade,3205002.0,Serra,ES,Extinta
243,Faculdade Do Clube Náutico Mogiano,FCNM,Privada,Não,Não,Não,Faculdade,3530607.0,Mogi Das Cruzes,SP,Em Atividade
4061,Faculdade De Tecnologia De Brasília,FTB,Privada,Não,Não,Não,Faculdade,5300108.0,Brasília,DF,Extinta
12584,Sustentare Escola De Negócios,Sustentare,Privada,Não,Não,Não,Faculdade,4209102.0,Joinville,SC,Em Atividade
19844,Faculdade Uninassau Sobral,Não informado,Privada,Não,Não,Não,Faculdade,2312908.0,Sobral,CE,Em Atividade
25467,Faculdade Alura.Tech,Alura.Tech,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
23333,Faculdade Damásio Educacional,FDE,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
21903,Faculdade Pitágoras De Pouso Alegre,FPPA,Privada,Não,Não,Não,Faculdade,3152501.0,Pouso Alegre,MG,Em Atividade
3433,Instituto Superior De Educação Interlagos,ISE INTERLAGOS,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Extinta
2879,Faculdade De Caieiras,Não informado,Privada,Não,Não,Não,Faculdade,3509007.0,Caieiras,SP,Em Atividade
12869,Faculdades João Paulo Ii,FJP,Privada,Não,Não,Não,Faculdade,4314100.0,Passo Fundo,RS,Em Atividade
31,Centro De Educação Técnica Da Utramig,UTRAMIG,Pública,Não,Não,Não,Faculdade,3106200.0,Belo Horizonte,MG,Em Atividade
24208,Faculdade Doctum De Almenara,DOCTUM,Privada,Não,Não,Não,Faculdade,3101706.0,Almenara,MG,Em Atividade
21593,Faculdade Plus,PLUS,Privada,Não,Não,Não,Faculdade,2304400.0,Fortaleza,CE,Em Atividade
21398,Faculdade Uninassau Imperatriz,Não informado,Privada,Não,Não,Não,Faculdade,2105302.0,Imperatriz,MA,Em Atividade
2149,Faculdade Mato Grosso Do Sul,FACSUL,Privada,Não,Não,Não,Faculdade,5002704.0,Campo Grande,MS,Em Atividade
1434,Centro Universitário De Itapira Uniesi,UNIESI,Privada,Não,Não,Não,Centro Universitário,3522604.0,Itapira,SP,Em Atividade
23129,Instituto De Desenvolvimento E Aprendizagem - Idea Fortaleza,IDEA Fortaleza,Privada,Não,Não,Não,Faculdade,2304400.0,Fortaleza,CE,Em Atividade
2710,Instituto Superior De Educação Ranchariense,ISER,Privada,Não,Não,Não,Faculdade,3542206.0,Rancharia,SP,Extinta
23723,Faculdade Volpe Miele,FVM,Privada,Não,Não,Não,Faculdade,3543402.0,Ribeirão Preto,SP,Em Atividade
23383,Faculdade Nacional,FANAC,Privada,Não,Não,Não,Faculdade,2611606.0,Recife,PE,Em Atividade
25522,Faculdade Unitbrasil,Não informado,Privada,Não,Não,Não,Faculdade,1302603.0,Manaus,AM,Em Atividade
23090,Instituto De Ensino Superior Capixaba,IESCAPI,Privada,Não,Não,Não,Faculdade,3205002.0,Serra,ES,Em Atividade
267,Centro Universitário Espírito-Santense/Faesa,Não informado,Privada,Não,Não,Não,Centro Universitário,3205309.0,Vitória,ES,Em Atividade
19323,Faculdade Anhanguera De Marabá,Não informado,Privada,Não,Não,Não,Faculdade,1504208.0,Marabá,PA,Em Atividade
2086,Instituto De Ensino Superior De Foz Do Iguaçu,IESFI,Privada,Não,Não,Não,Faculdade,4108304.0,Foz Do Iguaçu,PR,Em Atividade
15696,Faculdade De Tecnologia De Sertãozinho,FATEC SERTÃOZINHO,Pública,Não,Não,Não,Faculdade,3551702.0,Sertãozinho,SP,Em Atividade
19848,Faculdade Maurício De Nassau De Juiz De Fora,FMN JF,Privada,Não,Não,Não,Faculdade,3136702.0,Juiz De Fora,MG,Extinta
4786,"Instituto Federal De Educação, Ciência E Tecnologia Do Tocantins",IFTO,Pública,Não,Não,Não,"Instituto Federal de Educação, Ciência e Tecnologia",1721000.0,Palmas,TO,Em Atividade
20664,Instituto De Educação Tecnológica Eireli,IETEC,Privada,Não,Não,Não,Instituição Especialmente Credenciada para oferta de cursos lato sensu,3106200.0,Belo Horizonte,MG,Em Atividade
3151,Universidade Comunitária Da Região De Chapecó,UNOCHAPECÓ,Privada,Sim,Sim,Não,Universidade,4204202.0,Chapecó,SC,Em Atividade
862,Centro Universitário Estácio De Campo Grande,Não informado,Privada,Não,Não,Não,Centro Universitário,5002704.0,Campo Grande,MS,Em Atividade
1686,Faculdade Barddal De Artes Aplicadas,Não informado,Privada,Não,Não,Não,Faculdade,4205407.0,Florianópolis,SC,Em Atividade
18258,Faculdade Unificada Do Estado De São Paulo,FAUESP,Privada,Não,Não,Não,Faculdade,3529401.0,Mauá,SP,Em Atividade
3361,Instituto Superior De Educação,ISED-TRÊS PONTAS,Privada,Não,Não,Não,Faculdade,3169406.0,Três Pontas,MG,Extinta
3896,Faculdade Paulista De Comunicação,FEPAC,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
1749,Faculdade Luso-Brasileira,FALUB,Privada,Não,Não,Não,Faculdade,2604007.0,Carpina,PE,Em Atividade
614,Faculdade De Filosofia Santa Dorotéia,FFSD,Privada,Não,Não,Não,Faculdade,3303401.0,Nova Friburgo,RJ,Extinta
14961,Faculdade De Tecnologia Em Saúde - Iahcs,FATESA,Privada,Não,Não,Não,Faculdade,4314902.0,Porto Alegre,RS,Em Atividade
645,Centro Universitário - Católica De Santa Catarina Em Jaraguá Do Sul,Católica em Jaraguá,Privada,Sim,Não,Não,Centro Universitário,4208906.0,Jaraguá Do Sul,SC,Em Atividade
24405,Instituto De Desenvolvimento Educacional Da Amazônia,IDEA,Privada,Não,Não,Não,Faculdade,2105302.0,Imperatriz,MA,Em Atividade
20537,Faculdade Baiana Do Senhor Do Bonfim,FABASB,Privada,Não,Não,Não,Faculdade,2930105.0,Senhor Do Bonfim,BA,Em Atividade
2137,Faculdade São Marcos,FASAMAR,Privada,Não,Não,Não,Faculdade,1718204.0,Porto Nacional,TO,Em Atividade
23335,Faculdade Embu Das Artes,FAEM,Privada,Não,Não,Não,Faculdade,3515004.0,Embu,SP,Em Atividade
15697,Faculdade De Tecnologia De Araçatuba,FATEC Araçatuba,Pública,Não,Não,Não,Faculdade,3502804.0,Araçatuba,SP,Em Atividade
4029,Faculdade De Santa Bárbara D'Oeste,FAP,Privada,Não,Não,Não,Faculdade,3545803.0,Santa Bárbara D´Oeste,SP,Em Atividade
23705,Faculdade De Tecnologia De Franco Da Rocha,Não informado,Pública,Não,Não,Não,Faculdade,3516408.0,Franco Da Rocha,SP,Em Atividade
20291,Faculdade Do Vale Do Caju,FVC,Privada,Não,Não,Não,Faculdade,2309607.0,Pacajus,CE,Em Atividade
24412,Faculdade Edufor,EDUFOR,Privada,Não,Não,Não,Faculdade,2111300.0,São Luís,MA,Em Atividade
2135,Centro Universitário Católica De Quixadá,UNICATÓLICA,Privada,Não,Não,Não,Centro Universitário,2311306.0,Quixadá,CE,Em Atividade
22319,Faculdade De Tecnologia De Itatiba,Fatec Itatiba,Pública,Não,Não,Não,Faculdade,3523404.0,Itatiba,SP,Em Atividade
22,Universidade Presbiteriana Mackenzie,MACKENZIE,Privada,Sim,Sim,Não,Universidade,3550308.0,São Paulo,SP,Em Atividade
22185,Faculdade De Ciências Jurídicas De Cruz Das Almas,Não informado,Privada,Não,Não,Não,Faculdade,2909802.0,Cruz Das Almas,BA,Extinta
23275,Faculdade De Agronomia Una De Conselheiro Lafaiete,Não informado,Privada,Não,Não,Não,Faculdade,3118304.0,Conselheiro Lafaiete,MG,Em Atividade
2744,Instituto Superior De Educação Vera Cruz,ISE VERA CRUZ,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
18826,Faculdade Filos,Não informado,Privada,Não,Não,Não,Faculdade,5200258.0,Águas Lindas De Goiás,GO,Em Atividade
21899,Faculdade Maurício De Nassau De Pelotas,FMN PELOTAS,Privada,Não,Não,Não,Faculdade,4314407.0,Pelotas,RS,Extinta
4204,Faculdade De Tecnologia E Ciências De Minas Gerais,FATEC MG,Privada,Não,Não,Não,Faculdade,3131307.0,Ipatinga,MG,Extinta
3699,Faculdade Ecoar,FAECO,Privada,Não,Não,Não,Faculdade,4314100.0,Passo Fundo,RS,Extinta
15079,Faculdade Master De Parauapebas - Famap,FAMAP,Privada,Não,Não,Não,Faculdade,1505536.0,Parauapebas,PA,Em Atividade
15745,Faculdade De Tecnologia De São Caetano Do Sul,FATEC SCS,Pública,Não,Não,Não,Faculdade,3548807.0,São Caetano Do Sul,SP,Em Atividade
24547,Afya Faculdade De Ciências Médicas De Cruzeiro Do Sul,AFYA CRUZEIRO DO SUL,Privada,Não,Não,Não,Faculdade,1200203.0,Cruzeiro Do Sul,AC,Em Atividade
1819,Centro Universitário Farias Brito,Não informado,Privada,Não,Não,Não,Centro Universitário,2304400.0,Fortaleza,CE,Em Atividade
